57739.970482,8.048431,7.875160,31480.348983
57774.539283,-8.813479,10.231251,31543.708005
57713.782503,42.822918,13.799281,31432.260089
57739.914236,-44.598856,-10.631614,31480.214447
57768.839812,-24.660877,10.438524,31533.259327
57743.829982,22.484976,-6.768617,31487.420619
57784.931849,1.983245,-6.695008,31562.740814
57759.455051,22.916471,-14.182494,31516.063034
57788.912058,10.134453,-13.944309,31570.023241
57827.438882,162.915913,-16.476789,31640.072412
57738.403185,-3.599442,-3.331011,31477.475852
57747.129547,207.498021,-30.469688,31492.781629
57738.719924,-24.551982,35.605548,31478.027504
57741.066889,1.405115,4.186689,31482.361628
57734.605860,1.560006,3.365185,31470.510127
57682.495337,40.465422,-38.393058,31374.758397
57759.928517,55.618690,-4.502118,31516.892871
57771.018463,-21.498082,0.415182,31537.254471
57728.212369,-5.517179,44.591383,31458.747467
57740.276766,-8.872806,7.936076,31480.910518
57759.424359,20.899148,11.132217,31516.009413
57774.086038,1.303488,0.497301,31542.880706
57756.229746,30.870145,2.906928,31510.147901
57772.012187,14.134252,-22.403833,31539.070978
57774.481802,-5.752502,8.956459,31543.603819
57719.457807,60.122774,-24.930499,31442.644306
57771.687903,11.550975,-9.732368,31538.484471
57759.374738,22.533512,-11.684990,31515.917145
57767.783997,15.384273,-8.739028,31531.331443
57759.715801,-20.403270,-38.447259,31516.522375
57821.199700,28.531621,24.042407,31629.069704
57758.445080,-11.259030,42.487826,31514.192894
57759.238828,-39.954621,174.562679,31515.169509
57730.132306,-42.820037,-14.206817,31462.270236
57827.696349,5.138534,6.120845,31640.965675
57812.871288,89.657228,123.583675,31613.495265
57770.971571,32.709073,-5.702376,31537.158425
57805.827386,-76.627899,-155.263825,31600.506464
57745.495768,-32.153993,3.346979,31490.467512
57769.991694,-18.050047,11.112960,31535.373767
57734.857226,-7.510832,3.343543,31470.970417
57736.849739,-26.683829,30.968285,31474.600147
57740.423843,17.651628,0.090825,31481.177578
57837.919857,57.286054,-41.220298,31659.568857
57766.857916,-5.698412,-23.798551,31529.630228
57770.694567,-1.165329,22.463116,31536.660452
57767.807066,-19.029863,-13.836353,31531.369892
57748.539428,12.031444,26.107964,31496.051932
57748.639759,-6.459512,3.551319,31496.248147
57785.398998,11.540438,-11.090023,31563.592776
57751.974115,5.485012,28.044035,31502.349204
57741.610125,-0.274923,-0.375317,31483.358260
57739.471877,-34.531548,-12.875805,31479.414894
57740.744532,7.993413,7.405776,31481.768820
57737.405779,-1.524454,3.711458,31475.646421
57757.400189,31.855613,-12.673123,31512.289806
57772.339151,-9.840466,5.053049,31539.679077
57744.962795,15.250360,-14.810233,31489.499582
57743.321767,-20.119619,21.001257,31486.483934
57741.528271,3.722800,26.752283,31483.196552
57770.160190,17.451010,10.410633,31535.683014
57775.193700,-8.689825,4.643239,31544.907952
57769.433535,19.768141,-9.993790,31534.350604
57754.595208,8.195449,27.599156,31507.153894
57776.281233,17.993551,9.280843,31546.894791
57751.903976,-3.429044,26.595304,31502.222168
57778.949460,12.963246,5.118706,31551.784643
57773.878566,11.615877,0.350378,31542.498588
57695.362511,10.007362,-18.580162,31398.450878
57741.472950,-13.150829,-2.303914,31483.103848
57819.573249,35.377554,39.829400,31626.073427
57742.504151,1.843972,15.598416,31484.993990
57780.017080,9.263139,-55.580207,31553.692438
57786.084032,0.154330,0.099039,31564.850948
57750.869903,14.065399,-22.159903,31500.326877
57735.385115,60.040775,7.816554,31471.881673
57746.641844,17.139812,16.964329,31492.576432
57770.028614,13.100044,-0.641645,31535.445798
57775.593075,22.341372,-27.394727,31545.621142
57736.541113,-22.813917,-6.115306,31474.051686
57779.948412,15.517758,-27.256163,31553.601419
57739.308861,-0.956123,1.500695,31479.137413
57743.570988,-2.100008,20.140384,31486.947900
57753.372095,-52.249957,12.495812,31504.879143
57765.194566,-2.938526,-20.013091,31526.585634
57686.866636,-49.573196,2.011624,31382.804661
57751.565282,11.708523,30.671974,31501.595553
57727.708627,-1.979034,8.885826,31457.853839
57762.207037,-2.150656,-29.064887,31521.104360
57753.261922,-26.443952,1.628420,31504.711844
57746.836731,-6.727482,0.294355,31492.942300
57749.115577,-16.629168,-18.865147,31497.111378
57713.223236,-92.575129,-12.249833,31431.126670
57608.808165,106.884713,-117.582548,31238.723339
57778.646551,0.062167,7.340810,31551.232164
57742.511027,9.460516,-21.444795,31485.001794
57746.041721,-10.744687,-21.755792,31491.475884
57618.833591,-92.930507,105.489950,31257.295594
57759.385457,-21.812200,-5.484428,31515.938987
57752.005417,-30.738061,-9.868450,31502.403006
